啊	啊	a·	不錯啊，多美啊，快來啊，很好啊，小心啊	（助詞）表示贊歎、驚歎、疑問、肯定、辯解、催促，停頓、列舉等語氣	
蟻	蚁	yǐ	螞蟻		
齮	齮	yǐ		咬，啃	
苡	苡	yǐ	薏苡	薏苡，一種果仁可食的多年生草本	
蚓	蚓	yǐn	蚯蚓		
癮	瘾	yǐn	上癮，過癮		
尹	尹	yǐn		（姓）	
飲	饮	yǐn	飲食，冷飲		
隱	隐	yǐn	隱藏，隱形，隱私		
引	引	yǐn	引用，吸引		
穎	颖	yǐng	新穎		
影	影	yǐng	影響，電影		
潁	颍	yǐng	潁河	（水名）	
郢	郢	yǐng	郢都	戰國時楚國首都	
癭	瘿	yǐng			
俑	俑	yǒng	兵馬俑，始作俑者		
永	永	yǒng	永遠		
慂	恿	yǒng	慫慂		
踴	踊	yǒng	踴躍		
蛹	蛹	yǒng	蠶蛹		
勇	勇	yǒng	勇敢		
詠	咏	yǒng	吟詠		
泳	泳	yǒng	游泳		
湧	涌	yǒng	湧入		
友	友	yǒu	友誼，友善，朋友，好友		
有	有	yǒu			
酉	酉	yǒu			
黝	黝	yǒu	黝黑		
莠	莠	yǒu	莠言，良莠	比喻壞人，惡人，品質壞的人	
羽	羽	yǔ	羽毛，羽絨		
予	予	yǔ	賜予，賦予，給予，贈予，寄予，不予置評	授，給	
禹	禹	yǔ	大禹		
敔	敔	yǔ		古代一種打擊樂器	
齬	龉	yǔ	齟齬	牙齒上下不整齊；爭執，彼此不合	
傴	伛	yǔ	傴僂		
嶼	屿	yǔ	島嶼		
與	与	yǔ	與其，授與，給與，贈與，與虎謀皮，與人為善，與人方便，時不我與	（連詞）和，跟；（動詞）給，贈，贊助	
宇	宇	yǔ	宇宙，廟宇		
瑀	瑀	yǔ			
雨	雨	yǔ	雨水，下雨		
圄	圄	yǔ	囹圄	囹圄：古代稱監獄	
語	语	yǔ	語言，口語	（名詞）話	
貐	貐	yǔ	猰貐	古代傳說中一種食人的凶獸	
圉	圉	yǔ	圉人，豢圉	養馬，或養馬的地方	
窳	窳	yǔ	腐敗，敗壞	惡劣，粗糙，粗劣	
允	允	yǔn	允許，應允		
殞	殒	yǔn	殞命，殞身		
隕	陨	yǔn	隕石		
咱	咱	zan·	這咱，那咱，多咱	（方言）早晚，會兒	偺
著	着	zhe·	聽著，跑著，拿著，笑著	（助詞）表示動作正在進行	
碡	碡	zhou·/dú	碌碡		
拽	拽	zhuài	拽不動，生拉硬拽		
饌	馔	zhuàn			
轉	转	zhuàn		（不及物動詞）	
篆	篆	zhuàn	篆字，大篆，小篆		
賺	赚	zhuàn	賺錢		
傳	传	zhuàn	傳記，自傳，外傳，別傳，列傳，經傳，紀傳體，不見經傳	記載某人一生事跡的文字	
撰	撰	zhuàn	撰寫，杜撰		
撞	撞	zhuàng			
狀	状	zhuàng	狀況，形狀		
壯	壮	zhuàng	壯觀，強壯		
僮	僮	zhuàng	僮族	（中國少數民族）指壯族	
幢	幢	zhuàng/chuáng	一幢別墅	（量詞）用於樓房、房屋等	
綴	缀	zhuì	點綴，補綴	連結，縫	
贅	赘	zhuì	贅述，累贅		
惴	惴	zhuì	惴惴不安		
墜	坠	zhuì	墜落，下墜		
酌	酌	zhuó	斟酌，商酌		
濁	浊	zhuó	濁水，混濁		
擢	擢	zhuó	擢升，拔擢	拔	
鐲	镯	zhuó	鐲子，手鐲		
啄	啄	zhuó	啄食，啄米	鳥類用嘴吃東西	
著	着	zhuó	著陸，著重，著手，著色，著實，著想，著筆，著力，著墨，著意，著落，著人，著衣，沉著，執著，無著，膠著，穿著，衣著，著西服，附著物，黏著力，著手成春，不著邊際，不著痕跡，衣著打扮	接觸，使接觸，穿衣，派遣	
灼	灼	zhuó	灼熱		
茁	茁	zhuó	茁壯		
卓	卓	zhuó	卓越，卓絕		
琢	琢	zhuó	琢磨，雕琢	雕刻玉石	
斫	斫	zhuó	斫伐，斫鼻	砍，斬；用刀斧砍削或劈樹	斲
斲	斫	zhuó	斲輪，斲喪	砍，削，雕	
抓	抓	zhuā	抓到，抓獲		
專	专	zhuān	專門，專業，專家		
磚	砖	zhuān	磚塊，拋磚引玉		
顓	颛	zhuān	顓頊	愚昧	
裝	装	zhuāng	裝置，西裝		
莊	庄	zhuāng	莊嚴，莊稼，農莊，村莊		
樁	桩	zhuāng			
妝	妆	zhuāng	化妝，嫁妝，卸妝		
椎	椎	zhuī	椎骨，脊椎		
追	追	zhuī	追求，追隨		
錐	锥	zhuī	錐子，圓錐	一種鑽孔的工具	
捉	捉	zhuō	捉住，捕捉		
桌	桌	zhuō	桌子，書桌		
涿	涿	zhuō	涿州	（地名）	
拙	拙	zhuō/zhuó	拙劣，笨拙		
焯	焯	zhuō/zhuó	焯燦，焯見	顯明，光明，明顯，明白	
爪	爪	zhuǎ	利爪，前爪，後爪，爪子	（用於口語）	
跩	跩	zhuǎi			
轉	转	zhuǎn		（及物動詞）	
柵	栅	zhà	柵欄		
榨	榨	zhà	榨油	用力壓出	搾
詐	诈	zhà	詐騙，欺詐		
炸	炸	zhà	炸彈，爆炸		
咤	咤	zhà	叱吒		
蚱	蚱	zhà	蚱蜢		
乍	乍	zhà	乍得，新來乍到		
柞	柞	zhà	柞水	（地名）	
寨	寨	zhài			
債	债	zhài	債務，還債		
棧	栈	zhàn	客棧		
綻	绽	zhàn	綻開，破綻		
戰	战	zhàn	戰爭，宣戰		
顫	颤	zhàn	顫慄，打顫		
湛	湛	zhàn	湛藍，精湛	深，清澈	
蘸	蘸	zhàn	蘸水，蘸醬	把東西沾上液體、粉末等	
佔	占	zhàn	佔有，佔據，佔上風，佔多數		
站	站	zhàn	站立，車站		
杖	杖	zhàng	扶杖，柺杖		
丈	丈	zhàng	丈夫，方丈		
帳	帐	zhàng	帳戶，付帳		
瘴	瘴	zhàng	瘴氣		
障	障	zhàng	障礙，屏障		
賬	账	zhàng			
仗	仗	zhàng	仗義，打仗		
漲	涨	zhàng	漲紅了臉	擴大，充滿	
幛	幛	zhàng	幛子，輓幛，賀幛		
脹	胀	zhàng	脹氣，膨脹		
嶂	嶂	zhàng	層巒疊嶂	直立像屏障的山峰	
照	照	zhào	照顧，護照		
肇	肇	zhào	肇事，肇禍		
兆	兆	zhào	兆頭，預兆		
趙	赵	zhào	完璧歸趙	（姓）	
召	召	zhào	召喚，號召	呼喚，招致	
詔	诏	zhào	詔書，詔令，下詔		
罩	罩	zhào	罩衣，口罩		
笊	笊	zhào	笊籬	一種用來撈東西的工具	
軋	轧	zhá	軋鋼，軋機，熱軋，冷軋	壓制鋼材的過程	
扎	扎	zhá	扎掙	掙扎，抵拒，用力抗拒	
閘	闸	zhá	閘門		
札	札	zhá	札幌，信札	信件	
炸	炸	zhá	炸醬，油炸	用油煎食物	
鍘	铡	zhá	開鍘，鍘草，鍘刀	用來切草的鐵刀	
宅	宅	zhái	宅第，住宅		
翟	翟	zhái		（姓）	
著	着	zháo	著涼，著急，著火，著迷，著慌，著忙，著魔，著熱，著雨，睡著，猜著，打著，見不著，犯不著，合不著，數得著，歪打正著，著三不著兩	接觸，感受；進入，受到；燃燒；（助词）表示有了结果或达到目的	
蔗	蔗	zhè	蔗糖，甘蔗		
浙	浙	zhè	浙江		
這	这	zhè			
柘	柘	zhè		（植物名）黃桑	
陣	阵	zhèn	陣子，陣營，敗陣		
鎮	镇	zhèn	鎮靜，鎮定，小鎮		
朕	朕	zhèn		皇帝的自称	
圳	圳	zhèn	深圳，圳口	（地名）天邊水溝	
賑	赈	zhèn	賑災，賑款		
振	振	zhèn	振奮，振作	奮發，揮動	
鴆	鸩	zhèn	鴆酒，飲鴆止渴		
震	震	zhèn	震撼，地震		
正	正	zhèng	正式，正常，正當，正經，正面，正義，正門，正好，正派，修正，改正，糾正，端正，公正，純正，方正	不偏斜的，不歪斜的，符合規範的，符合標準方向的	
政	政	zhèng	政治，財政		
證	证	zhèng	證明，證據，論證		証
掙	挣	zhèng	掙錢，掙脫，掙開，掙命，掙揣	通過勞動獲取報酬；儘力擺脫	
症	症	zhèng	症狀，癌症，不治之症	疾病	癥
鄭	郑	zhèng	鄭重		
怔	怔	zhèng/lèng	怔住，一怔，發怔	發呆，發愣	
諍	诤	zhèng/zhēng	諍言，諍友	直言規勸、勸告、糾正	
蜇	蜇	zhé	海蜇		
折	折	zhé	折斷，曲折	弄斷；損失，死亡；彎曲；迴轉；打折	
哲	哲	zhé	哲學，哲理		喆
輒	辄	zhé	動輒，淺嘗輒止	總是，就	
蟄	蛰	zhé	蟄伏，蟄居		
摺	折	zhé	摺疊，摺尺，摺扇，存摺，奏摺	摺疊；用紙摺疊而成的本子	
轍	辙	zhé	沒轍，合轍，十三轍	辦法，主意；押韻	
謫	谪	zhé	謫居，貶謫	古代官吏被降職或神仙被罰降到人間	
轍	辙	zhé/chè	車轍，覆轍，重蹈覆轍，如出一轍，南轅北轍	車輪留下的痕跡	
幟	帜	zhì	旗幟		
滯	滞	zhì	滯留，停滯		
致	致	zhì			
志	志	zhì	志願，意志		
雉	雉	zhì			
痔	痔	zhì	痔瘡		
痣	痣	zhì	黑痣		
至	至	zhì	至於，冬至		
輊	轾	zhì	不分軒輊		
稚	稚	zhì	稚氣，幼稚		
峙	峙	zhì	對峙		
智	智	zhì	智慧		
窒	窒	zhì	窒息		
質	质	zhì	質押，質當，人質	用人或財物作抵押品	
摯	挚	zhì	摯友，誠摯		
製	制	zhì	製造，監製		
秩	秩	zhì	秩序		
緻	致	zhì	精緻，別緻，標緻，細緻		
治	治	zhì	治病，政治		
誌	志	zhì	雜誌，標誌，三國誌		
置	置	zhì	位置，放置，裝置		
制	制	zhì	制裁，控制		
豸	豸	zhì	獬豸	無腳的蟲子	
蛭	蛭	zhì	水蛭		
炙	炙	zhì	炙熱，炙手可熱，膾炙人口		
躓	踬	zhì	顛躓，遭躓	被絆倒	
陟	陟	zhì	黜陟，陟山	升，登，上	
桎	桎	zhì	桎梏	古代拘束犯人兩腳的刑具，腳鐐	
彘	彘	zhì		豬	
識	识	zhì	標識，款識，博聞強識	標記，記號	
贄	贽	zhì			
櫛	栉	zhì/jié	櫛風沐雨		
擲	掷	zhì/zhí			
質	质	zhì/zhí	質量，質的，性質，物質，品質，優質，實質，變質，質疑，質問	事物的根本、特性、本性等；詢問，詰問，責問	
姪	侄	zhí	姪子，表姪		
躑	踯	zhí	躑躅	徘徊不前的樣子	
植	植	zhí	植物，種植		
執	执	zhí	執照，固執		
殖	殖	zhí	殖民，繁殖		
值	值	zhí	值得，價值		
職	职	zhí	職業，辭職		
直	直	zhí	直接，筆直		
蹠	蹠	zhí		腳掌	
跖	跖	zhí			
重	重	zhòng	重要，重大，重任，重視，重點，重心，重用，重責，重鎮，重量，重負，重擔，重金，重賞，重罰，重罪，重傷，重病，重聽，重型，重兵，嚴重，慎重，鄭重，莊重，尊重，敬重，器重，看重，側重，穩重，保重，自重，珍重，輕重，深重，體重，淨重，舉重，繁重，超重，載重，比重，很重，重武器，重於泰山，重男輕女，任重道遠，語重心長，德高望重，避重就輕，舉足輕重，忍辱負重	分量大，數量多，程度深；要緊的，意義大的；尊敬；不輕率	
眾	众	zhòng	眾人，群眾		衆
仲	仲	zhòng	仲裁，仲夏，仲兄		
中	中	zhòng	中的，中獎，中彩，中選，中意，中肯，中計，中風，中毒，中暑，中槍，中彈，中傷，中伏，中箭，中標，中邪，打中，擊中，考中，猜中，看中，說中，命中，射中，中詭計，中規中矩，一語中的，正中下懷，百發百中，言必有中	射中目標，遭受	
種	种	zhòng	種植，種田，種樹，種花，種菜，接種，種牛痘，種麥子，種棉花	（動詞）種植；接種疫苗	
皺	皱	zhòu	皺眉，弄皺		
咒	咒	zhòu	咒語，詛咒		
晝	昼	zhòu	晝夜，白晝		
紂	纣	zhòu	桀紂，助紂為虐		
冑	胄	zhòu	盔冑		
縐	绉	zhòu			
宙	宙	zhòu	宇宙		
軸	轴	zhòu	軸子，大軸子，壓軸子		
驟	骤	zhòu/zòu	驟然，步驟		
妯	妯	zhóu	妯娌	兄弟的妻子合稱妯娌	
軸	轴	zhóu/zhú	軸心，軸子，車軸，畫軸，輪軸，書軸		
蛀	蛀	zhù	蛀牙，蟲蛀		
佇	伫	zhù	佇立		
注	注	zhù	注意，投注		
苧	苎	zhù	苧麻		
祝	祝	zhù	祝福，慶祝		
助	助	zhù	助理，協助		
柱	柱	zhù			
炷	炷	zhù			
註	注	zhù	註腳，備註		
著	著	zhù	著作，著名，著書，著者，著稱，著述，名著，原著，譯著，巨著，新著，大著，遺著，論著，編著，撰著，專著，顯著，卓著，昭著，土著，著作權，著書立說，彰明較著，臭名昭著，見微知著	顯露，顯明；撰寫；撰寫的作品；世居本地的人	
住	住	zhù	住口，居住		
駐	驻	zhù	駐扎，派駐		
箸	箸	zhù	象箸，舉箸	筷子	
鑄	铸	zhù	鑄造，陶鑄	將鎔化的金屬倒入模型中做成器物	
杼	杼	zhù	機杼	織布機上的梭子	
築	筑	zhù/zhú	築路，建築		
貯	贮	zhù/zhǔ	貯藏，存貯		
躅	躅	zhú	躑躅	徘徊不前的樣子	
燭	烛	zhú	燭台，蠟燭		
竺	竺	zhú	天竺		
逐	逐	zhú	逐漸，驅逐		
竹	竹	zhú	竹竿，爆竹		
瘃	瘃	zhú		凍瘡	
舳	舳	zhú/zhóu	舳艫	船尾	
扎	扎	zhā	扎手，扎破，扎針，扎猛子，扎進	刺；鑽入，插入	
渣	渣	zhā	渣滓		
楂	楂	zhā	山楂		
查	查	zhā		（姓）	
咋	咋	zhā	咋呼，咋唬	（方言）吆喝，喊叫，炫耀，張揚	
挓	挓	zhā	挓挲	張開，伸開	
吒	吒	zhā/zhà	哪吒	佛教的護法神名	
紮	扎	zhā/zhá	紮營，駐紮	停駐軍隊，軍隊屯營	
齋	斋	zhāi			
摘	摘	zhāi	摘要，文摘		
占	占	zhān	占卜，占卦，占星		
氈	毡	zhān	氈帽，氈毯，地氈		氊
沾	沾	zhān	沾染，煙酒不沾		
詹	詹	zhān		（姓）	
粘	粘	zhān			
譫	谵	zhān	譫語，譫妄	病中說胡話	
瞻	瞻	zhān	瞻望，前瞻		
旃	旃	zhān	勉旃	之、焉二字的合音	
霑	沾	zhān	霑水，霑恩	（多用於人名）浸濕	
栴	栴	zhān	栴檀	（古）檀香	
粘	粘	zhān/nián	粘貼，粘連，粘牙，粘封信，粘海報，粘標語，粘郵票，粘在一起，粘在手上	貼合，貼附；用膠水、漿糊等有黏性的東西使物件連結起來，使不分開；附著，膠著，纏著；有黏性的東西互相連結	黏
張	张	zhāng			
章	章	zhāng	章節，文章	段落；印鑒	
樟	樟	zhāng	樟樹，樟腦，樟木		
蟑	蟑	zhāng	蟑螂	一種昆蟲	
彰	彰	zhāng	彰顯，表彰	明顯，顯著	
漳	漳	zhāng	漳州，漳河	（地名，水名）	
璋	璋	zhāng	弄璋，圭璋		
獐	獐	zhāng	獐子，牙獐	一種似鹿但比鹿較小的動物	麞
嫜	嫜	zhāng		丈夫的父親	
鄣	鄣	zhāng		（地名）	
昭	昭	zhāo	昭著，昭示，昭彰	明顯，顯著	
著	着	zhāo	著數，高著，失著，支著，沒著，昏著，棋高一著，一著不慎滿盤皆輸	下棋的一步，比喻計策、手段、辦法；放，加進去	
朝	朝	zhāo	朝夕，朝氣，今朝，朝思暮想	早晨	
招	招	zhāo	招呼，花招		
釗	钊	zhāo			
螫	螫	zhē	螫傷	（口語）	
遮	遮	zhē	遮掩，遮蔽，遮蓋		
折	折	zhē	折騰，折跟頭	翻轉	
蜇	蜇	zhē		有毒腺的蟲子刺人或牲畜	
砧	砧	zhēn	砧板，鐵砧		
禎	祯	zhēn		吉祥	
斟	斟	zhēn	斟酌		
胗	胗	zhēn	雞胗	鳥類的胃	
箴	箴	zhēn			
珍	珍	zhēn	珍貴，珍惜		
貞	贞	zhēn	貞操，忠貞		
榛	榛	zhēn	榛樹，榛實		
真	真	zhēn	真實，真相		眞
甄	甄	zhēn	甄選，甄選人才		
偵	侦	zhēn	偵探，偵察		
針	针	zhēn	針對		
臻	臻	zhēn			
楨	桢	zhēn			
蓁	蓁	zhēn/qín	蓁蓁	草木茂盛的樣子	
幀	帧	zhēn/zhèng	幀率，裝幀	（量詞）用於字畫，畫幅等	
正	正	zhēng	正月，新正	農曆每年的第一月	
征	征	zhēng	征服，征伐		
爭	争	zhēng	爭議，戰爭		
徵	征	zhēng	象徵，特徵		
蒸	蒸	zhēng	蒸發		
猙	狰	zhēng	猙獰		
睜	睁	zhēng	睜眼		
掙	挣	zhēng	掙扎	用力支撐或儘力擺脫	
箏	筝	zhēng	風箏，古箏		
鉦	钲	zhēng		一種古代的銅質打擊樂器	
崢	峥	zhēng	崢嶸		
怔	怔	zhēng	怔忪，怔忡，怔營	惶恐害怕的樣子	
錚	铮	zhēng	錚錚，鐵骨錚錚	（擬聲詞）金屬撞擊聲	
癥	症	zhēng	癥結，癥瘕	腹內結塊的病症	
烝	烝	zhēng		眾多	
褶	褶	zhě	褶子，百褶裙		
者	者	zhě	兩者，作者，前者		
枕	枕	zhěn	枕頭，枕木，同床共枕	（名詞）躺著的時候墊在頭下的東西	
縝	缜	zhěn	縝密	細緻	
診	诊	zhěn	診所		
疹	疹	zhěn			
軫	轸	zhěn	軫宿，軫懷	古代車廂底部的橫木；傷痛	
枕	枕	zhěn/zhèn	枕戈待旦	（動詞）把頭放在枕頭上，用枕頭墊頭	
整	整	zhěng			
拯	拯	zhěng	拯救		
之	之	zhī	之前，總之		
織	织	zhī	織布，紡織，編織，組織		
脂	脂	zhī	脂肪，胭脂		
支	支	zhī	支持，開支		
吱	吱	zhī	吱聲，咯吱，嘎吱，吱吱叫，吱吱響，不吱聲，吱的一聲	（象聲詞）尖細的聲音；發出聲音	
知	知	zhī	知道，得知		
肢	肢	zhī	肢體，四肢		
汁	汁	zhī	果汁，橙汁，墨汁		
枝	枝	zhī			
隻	只	zhī	隻身，船隻		
芝	芝	zhī	芝麻		
蜘	蜘	zhī	蜘蛛		
氏	氏	zhī	閼氏，月氏		
祗	祗	zhī	祗仰，祗候，祗待，祗候光臨，祗請尊安	恭敬	
胝	胝	zhī	胼胝	手腳上的厚繭	
梔	栀	zhī	梔子，梔子花		
卮	卮	zhī			
衷	衷	zhōng	熱衷，初衷，苦衷		
螽	螽	zhōng	螽斯		
忠	忠	zhōng	忠誠，效忠		
終	终	zhōng	終於，始終		
鐘	钟	zhōng	鐘錶，鬧鐘		
中	中	zhōng	中間，中心，中途，中等，中級，中央，中樞，中文，中醫，中外，中原，中學，中庸，中部，中立，中介，中秋，中斷，中止，心中，山中，空中，其中，當中，適中，集中，意中人，眼中釘，肉中刺，心目中，進行中，調查中，急中生智，雪中送炭	與四周圍距離相等，裡面，之間	
鍾	钟	zhōng	鍾愛，一見鍾情，情有獨鍾		
盅	盅	zhōng	茶盅，酒盅	沒有把的杯子	
忪	忪	zhōng	怔忪，心忪	心跳，驚懼	
中	中	zhōng/zhòng	中用，中看，中聽	適於，合於	
洲	洲	zhōu	洲際，大洲		
舟	舟	zhōu	龍舟，扁舟，木已成舟		
粥	粥	zhōu	粥飯，喝粥		
州	州	zhōu	州長，神州		
周	周	zhōu	周圍，圓周		
週	周	zhōu	週末，週刊，週年，週遊		
謅	诌	zhōu/zōu	胡謅		
豬	猪	zhū			
茱	茱	zhū	茱萸		
株	株	zhū			
珠	珠	zhū	珠寶，珍珠		
誅	诛	zhū	誅滅，口誅筆伐		
諸	诸	zhū			
侏	侏	zhū	侏儒	矮小	
朱	朱	zhū	朱紅色		
蛛	蛛	zhū	蛛絲馬跡，蜘蛛		
銖	铢	zhū	泰銖	泰國的貨幣	
洙	洙	zhū			
諄	谆	zhūn	諄諄教誨，諄諄告誡	懇切	
肫	肫	zhūn	肫肫，雞肫	鳥類的胃，（書）誠懇，懇切，真摯	
眨	眨	zhǎ	眨眼		
窄	窄	zhǎi	窄小，狹窄		
輾	辗	zhǎn	輾轉		
嶄	崭	zhǎn	嶄新，嶄露頭角		
斬	斩	zhǎn	斬首，斬斷		
盞	盏	zhǎn			
展	展	zhǎn	展覽，發展		
搌	搌	zhǎn	搌布	擦抹，用抹布等吸去液體	
漲	涨	zhǎng	漲價，高漲，水漲船高	水上升；增長，增高	
長	长	zhǎng	長大，長相，市長，廠長		
掌	掌	zhǎng	掌聲，鼓掌		
沼	沼	zhǎo	沼澤		
爪	爪	zhǎo	爪牙，鷹爪	鳥獸的腳趾甲	
找	找	zhǎo	找錢，尋找		
只	只	zhǐ			祗
祉	祉	zhǐ	福祉	幸福	
紙	纸	zhǐ	紙箱，白紙		
趾	趾	zhǐ	趾甲，腳趾		
止	止	zhǐ			
芷	芷	zhǐ			
旨	旨	zhǐ	旨意，主旨		
指	指	zhǐ	指出，手指		
酯	酯	zhǐ	聚氨酯		
咫	咫	zhǐ	咫尺天涯，近在咫尺		
址	址	zhǐ	地址，遺址		
冢	冢	zhǒng		墳墓	塚
腫	肿	zhǒng	腫瘤，浮腫		
種	种	zhǒng	種子，種類，品種，物種，各種，絕種	（名詞）種子，類別	
踵	踵	zhǒng	接踵而來		
帚	帚	zhǒu	掃帚		
肘	肘	zhǒu	手肘，胳膊肘		
主	主	zhǔ	主要，公主		
囑	嘱	zhǔ	囑咐，叮囑		
矚	瞩	zhǔ	矚目，高瞻遠矚		
煮	煮	zhǔ	煮飯，燒煮		
渚	渚	zhǔ		小洲，水裡面的小塊陸地	
拄	拄	zhǔ	拄著枴杖	用棍杖等支撐身體	
褚	褚	zhǔ/chǔ	褚衣	絲綿	
準	准	zhǔn	準備，標準		
准	准	zhǔn	准許，批准		
鑽	钻	zuàn	鑽石，電鑽，鑽戒	（名詞）穿孔的工具；鑽石	
攥	攥	zuàn	攥緊拳頭	握，握住	
罪	罪	zuì	罪行，有罪		
醉	醉	zuì	醉酒，喝醉		
最	最	zuì			
坐	坐	zuò			
做	做	zuò	做人，叫做		
作	作	zuò	作家，做作		
座	座	zuò	座位，入座		
唑	唑	zuò	噻唑	一種有機化合物	
酢	酢	zuò		客人向主人敬酒	
柞	柞	zuò	柞樹，柞櫟，柞蠶	一種落葉喬木	
昨	昨	zuó	昨天，昨晚		
琢	琢	zuó	琢磨	思索，考慮	
鑽	钻	zuān	鑽井，鑽孔，鑽研	（動詞）穿孔；深入研究	
纂	纂	zuǎn			
嘴	嘴	zuǐ			
左	左	zuǒ	左手，左邊		
佐	佐	zuǒ	佐料，輔佐		
撮	撮	zuǒ	一撮兒，一撮頭髮，一撮鬍子	（量詞）用於成叢的毛髮或野草等	
在	在	zài	在意，自在		
再	再	zài	再見，一而再		
載	载	zài	載貨，載客，上載，搭載，過載，下載，滿載而歸，怨聲載道	用交通工具裝東西	
讚	赞	zàn	讚揚，讚美，稱讚	頌揚	
贊	赞	zàn	贊成，贊助，參贊	協助，輔助，支持	
鏨	錾	zàn	鏨子，鏨刀	雕鑿金石的工具；在金石上雕刻	
瓚	瓒	zàn		古代祭祀時用的玉勺子	
暫	暂	zàn/zhàn	暫時，短暫		
藏	藏	zàng	藏人，西藏，寶藏	指西藏	
奘	奘	zàng			
葬	葬	zàng	葬禮，埋葬		
臟	脏	zàng	臟腑，內臟		
造	造	zào	造成，製造		
灶	灶	zào	灶火，爐灶		竈
噪	噪	zào	噪音，煩躁		
躁	躁	zào	暴躁，浮躁，急躁		
皂	皂	zào	肥皂，香皂		
燥	燥	zào			
慥	慥	zào/cào	慥慥	忠厚誠實的樣子	
雜	杂	zá	雜誌，複雜		
砸	砸	zá	砸壞，搞砸		
咱	咱	zá	咱家	（舊時男性自稱）我	
咱	咱	zán	咱們	我們；（方言）我	
鑿	凿	záo/zuò	鑿井，確鑿	挖掘，穿孔，確實	
昃	昃	zè		太陽向西斜	
仄	仄	zè	仄聲，平仄	傾斜	
鋥	锃	zèng	鋥亮	器物經過擦亮後閃光耀眼	
贈	赠	zèng	贈送，捐贈		
責	责	zé	責怪，負責		
嘖	啧	zé			
澤	泽	zé	光澤，色澤，沼澤		
擇	择	zé	選擇，抉擇		
則	则	zé	規則，原則，否則		
咋	咋	zé	咋舌	咬住	
賾	赜	zé	探賾索隱	幽深，深奧，玄妙	
賊	贼	zéi			
鰂	鲗	zéi			
恣	恣	zì			
漬	渍	zì	污漬，油漬，汗漬，血漬		
眥	眦	zì	睚眥	眼角	
自	自	zì	自己，自從，來自		
字	字	zì	字典，文字		
縱	纵	zòng	縱身，縱然，縱虎歸山，欲擒故縱	釋放，放肆；即使	
粽	粽	zòng	粽子		糉
縱	纵	zòng/zōng	縱線，縱橫，縱隊，縱剖面	直	
揍	揍	zòu			
奏	奏	zòu	奏樂，前奏		
駔	驵	zù		駿馬，壯馬	
足	足	zú	足球，滿足		
卒	卒	zú			
族	族	zú	族群，民族		
鏃	镞	zú/cù	箭鏃	箭頭	
咂	咂	zā	咂嘴		
紮	扎	zā	包紮，捆紮	捆，束，綁，纏束	紥
匝	匝	zā	匝道	周，滿，環繞	
災	灾	zāi	災難，天災		
栽	栽	zāi	栽培，盆栽		
哉	哉	zāi	悠哉，妙哉，善哉		
糌	糌	zān	糌粑	藏族人的主食	
簪	簪	zān	簪子		簮
贓	赃	zāng	贓物，栽贓		
髒	脏	zāng	髒稀稀，骯髒	不乾淨	
遭	遭	zāo	遭遇，周遭		
糟	糟	zāo	糟蹋，搞糟		蹧
增	增	zēng	增加，激增		
憎	憎	zēng	憎惡，憎恨		
曾	曾	zēng		（姓）	
怎	怎	zěn	怎麼，怎樣		
